region,variety,rating
Spain,Red Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",White Wine,90.0
"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,91.0
"Margaux, Bordeaux, France",Red Wine,94.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,90.0
Portugal,Red Wine,92.0
Australia,Red Wine,91.0
"Willamette Valley, Oregon",Red Wine,92.0
"Valpolicella, Veneto, Italy",Red Wine,91.0
"St. Emilion, Bordeaux, France",Red Wine,94.0
"Mendoza, Argentina",Red Wine,95.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,90.0
"Carneros, California",Red Wine,90.0
"Sonoma County, California",White Wine,92.0
"Alsace, France",White Wine,88.0
"Alsace, France",White Wine,92.0
"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,90.0
Argentina,Red Wine,91.0
"Cotes du Rhone, Rhone, France",Red Wine,90.0
Chile,White Wine,88.0
"Pessac-Leognan, Bordeaux, France",Red Wine,92.0
"Willamette Valley, Oregon",White Wine,94.0
"Cotes du Rhone, Rhone, France",Red Wine,88.0
"Montalcino, Tuscany, Italy",Red Wine,92.0
"Carneros, California",White Wine,95.0
"Columbia Valley, Washington",White Wine,92.0
"Mosel, Germany",White Wine,90.0
"Champagne, France",Sparkling & Champagne,90.0
"Cotes du Rhone, Rhone, France",Red Wine,89.0
"Sonoma County, California",White Wine,90.0
"Margaux, Bordeaux, France",Red Wine,96.0
California,Red Wine,89.0
"Napa Valley, California",Red Wine,90.0
"Napa Valley, California",Red Wine,90.0
"San Benito, Central Coast, California",White Wine,89.0
"Medoc, Bordeaux, France",Red Wine,92.0
"St. Estephe, Bordeaux, France",Red Wine,90.0
"Beaujolais, Burgundy, France",Red Wine,90.0
"Beaujolais, Burgundy, France",Red Wine,90.0
"Pessac-Leognan, Bordeaux, France",Red Wine,90.0
"Champagne, France",Sparkling & Champagne,95.0
"Chablis, Burgundy, France",White Wine,91.0
Italy,Red Wine,89.0
"Champagne, France",Sparkling & Champagne,93.0
"Marlborough, New Zealand",White Wine,91.0
"Napa Valley, California",Red Wine,91.0
"Loire, France",White Wine,91.0
"Petaluma Gap, Sonoma Coast, Sonoma County, California",Red Wine,90.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Beaujolais, Burgundy, France",Red Wine,90.0
"Loire, France",Sparkling & Champagne,90.0
"Napa Valley, California",Red Wine,94.0
"Sonoma Mountain, Sonoma Valley, Sonoma County, California",Red Wine,92.0
"Sonoma County, California",Red Wine,90.0
Chile,Red Wine,89.0
"Sonoma County, California",Red Wine,90.0
"Piedmont, Italy",Red Wine,93.0
"Cahors, Southwest, France",Red Wine,93.0
"Dry Creek Valley, Sonoma County, California",Red Wine,89.0
"Alexander Valley, Sonoma County, California",Red Wine,90.0
Oregon,Red Wine,93.0
"Clare Valley, South Australia, Australia",Red Wine,90.0
"Anderson Valley, Mendocino, California",Red Wine,91.0
"Oakville, Napa Valley, California",Red Wine,91.0
"Corbieres, Languedoc, South of France, France",Red Wine,91.0
"Margaux, Bordeaux, France",Red Wine,90.0
"Yountville, Napa Valley, California",Red Wine,90.0
Italy,Red Wine,90.0
"Montalcino, Tuscany, Italy",Red Wine,91.0
"Mosel, Germany",White Wine,90.0
"Piedmont, Italy",Red Wine,94.0
"Barossa Valley, Barossa, South Australia, Australia",Red Wine,99.0
"New York, Other U.S.",White Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",White Wine,90.0
"Napa Valley, California",Red Wine,94.0
Spain,Red Wine,91.0
"Ribbon Ridge, Willamette Valley, Oregon",Red Wine,93.0
Australia,Red Wine,91.0
"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,93.0
"Mendocino Ridge, Mendocino, California",Red Wine,93.0
"Columbia Valley, Washington",Red Wine,90.0
"Paso Robles, Central Coast, California",Red Wine,90.0
New Zealand,White Wine,91.0
"McLaren Vale, South Australia, Australia",Red Wine,95.0
"Oakville, Napa Valley, California",Red Wine,91.0
"Pauillac, Bordeaux, France",Red Wine,90.0
"Russian River, Sonoma County, California",Red Wine,90.0
"St. Emilion, Bordeaux, France",Red Wine,93.0
"Sonoma County, California",Pink and Rosé,91.0
"Chateauneuf-du-Pape, Rhone, France",White Wine,93.0
"Mosel, Germany",White Wine,91.0
"Sonoma County, California",Red Wine,90.0
"Napa Valley, California",Red Wine,92.0
"Montalcino, Tuscany, Italy",Red Wine,91.0
"Margaret River, Western Australia, Australia",White Wine,90.0
"Central Coast, California",Red Wine,92.0
"Mendoza, Argentina",Red Wine,91.0
"Ribbon Ridge, Willamette Valley, Oregon",White Wine,92.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,97.0
"Sauternes, Bordeaux, France",Collectible,92.0
South Africa,Red Wine,90.0
"Calistoga, Napa Valley, California",Red Wine,91.0
"Cotes de Castillon, Bordeaux, France",Red Wine,91.0
"Columbia Valley, Washington",Red Wine,90.0
"Languedoc, South of France, France",Red Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,92.0
Argentina,Red Wine,90.0
"Napa Valley, California",Red Wine,90.0
"Willamette Valley, Oregon",Sparkling & Champagne,90.0
"St-Julien, Bordeaux, France",Red Wine,94.0
"Napa Valley, California",Red Wine,99.0
"Pessac-Leognan, Bordeaux, France",Red Wine,90.0
"Napa Valley, California",Red Wine,93.0
California,Red Wine,90.0
California,Red Wine,90.0
"Napa Valley, California",Red Wine,91.0
"Central Coast, California",White Wine,90.0
"Willamette Valley, Oregon",Red Wine,90.0
"Oakville, Napa Valley, California",Red Wine,93.0
"Napa Valley, California",Red Wine,93.0
Spain,Sparkling & Champagne,90.0
Germany,White Wine,90.0
South Africa,Red Wine,89.0
"Santa Barbara, Central Coast, California",Red Wine,91.0
"Alba, Piedmont, Italy",Red Wine,88.0
"Santa Maria Valley, Central Coast, California",White Wine,91.0
France,White Wine,90.0
"Cornas, Rhone, France",Red Wine,93.0
"Piedmont, Italy",Red Wine,90.0
"Cotes de Castillon, Bordeaux, France",Red Wine,92.0
"Sauternes, Bordeaux, France",,93.0
"Russian River, Sonoma County, California",White Wine,91.0
California,Red Wine,86.0
"Montalcino, Tuscany, Italy",Red Wine,96.0
"Oakville, Napa Valley, California",Red Wine,99.0
"Willamette Valley, Oregon",Red Wine,92.0
"Pomerol, Bordeaux, France",Red Wine,93.0
"Sonoma Valley, Sonoma County, California",White Wine,90.0
"St. Emilion, Bordeaux, France",Red Wine,93.0
"Sonoma County, California",Red Wine,92.0
Italy,Red Wine,88.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,92.0
"Columbia Valley, Washington",White Wine,90.0
"Barbaresco, Piedmont, Italy",Red Wine,91.0
Spain,Red Wine,90.0
"Willamette Valley, Oregon",White Wine,90.0
"Columbia Valley, Washington",Red Wine,92.0
"Willamette Valley, Oregon",Red Wine,90.0
"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,91.0
"Sonoma County, California",White Wine,91.0
France,Pink and Rosé,91.0
Chile,Red Wine,89.0
South Africa,Red Wine,89.0
"Napa Valley, California",Red Wine,93.0
Spain,Red Wine,93.0
Washington,Red Wine,90.0
California,Red Wine,88.0
"Barbaresco, Piedmont, Italy",Red Wine,94.0
"Napa Valley, California",Red Wine,90.0
California,Red Wine,89.0
"Knights Valley, Sonoma County, California",White Wine,90.0
"Yarra Valley, Victoria, Australia",White Wine,87.0
"Willamette Valley, Oregon",White Wine,91.0
Argentina,Red Wine,92.0
"Lalande de Pomerol, Bordeaux, France",Red Wine,92.0
"Barolo, Piedmont, Italy",Red Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,92.0
"Willamette Valley, Oregon",Red Wine,90.0
"Napa Valley, California",,87.0
"Emilia, Emilia-Romagna, Italy",Red Wine,90.0
"Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",Red Wine,92.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,91.0
Greece,Red Wine,89.0
"Russian River, Sonoma County, California",White Wine,88.0
"Willamette Valley, Oregon",Red Wine,92.0
"Eola-Amity Hills, Willamette Valley, Oregon",Red Wine,90.0
"Eola-Amity Hills, Willamette Valley, Oregon",White Wine,91.0
"St. Emilion, Bordeaux, France",Red Wine,92.0
"Pessac-Leognan, Bordeaux, France",Red Wine,94.0
"Tuscany, Italy",Red Wine,93.0
"Margaret River, Western Australia, Australia",White Wine,91.0
"Barolo, Piedmont, Italy",Red Wine,93.0
"St. Emilion, Bordeaux, France",Red Wine,97.0
"Rias Baixas, Spain",White Wine,90.0
Italy,Red Wine,87.0
"Alexander Valley, Sonoma County, California",Red Wine,94.0
"Columbia Valley, Washington",White Wine,90.0
"Tuscany, Italy",Red Wine,93.0
"Penedes, Spain",Sparkling & Champagne,90.0
"Napa Valley, California",Red Wine,93.0
"Columbia Valley, Washington",Red Wine,90.0
"Rioja, Spain",Red Wine,90.0
"Green Valley, Russian River, Sonoma County, California",Sparkling & Champagne,91.0
"Napa Valley, California",Red Wine,94.0
"Rutherford, Napa Valley, California",Red Wine,95.0
"St-Julien, Bordeaux, France",Red Wine,92.0
"Spring Mountain District, Napa Valley, California",Red Wine,95.0
"Central Coast, California",Red Wine,91.0
"Marlborough, New Zealand",White Wine,92.0
"Knights Valley, Sonoma County, California",Red Wine,90.0
Argentina,Red Wine,91.0
"Oak Knoll District, Napa Valley, California",Red Wine,91.0
"La Mancha, Spain",Red Wine,89.0
"Willamette Valley, Oregon",Red Wine,91.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,93.0
"Ribbon Ridge, Willamette Valley, Oregon",Red Wine,90.0
"Burgundy, France",Red Wine,91.0
"Rhone, France",Red Wine,90.0
"Sonoma County, California",White Wine,87.0
"Sonoma County, California",Red Wine,90.0
"Santa Ynez Valley, Santa Barbara, Central Coast, California",Pink and Rosé,91.0
"Beaujolais, Burgundy, France",Red Wine,91.0
"Columbia Valley, Washington",Red Wine,90.0
"Petaluma Gap, Sonoma Coast, Sonoma County, California",Red Wine,90.0
Argentina,Red Wine,90.0
Italy,,95.0
Italy,Red Wine,92.0
"Champagne, France",Sparkling & Champagne,93.0
"Napa Valley, California",Red Wine,93.0
"Napa Valley, California",Red Wine,90.0
"Pauillac, Bordeaux, France",Red Wine,93.0
Chile,Red Wine,91.0
"Cotes du Rhone Villages, Rhone, France",Red Wine,90.0
"Moon Mountain District, Sonoma Valley, Sonoma County, California",Red Wine,93.0
"Haut Medoc, Bordeaux, France",Red Wine,90.0
"Napa Valley, California",Red Wine,94.0
"McLaren Vale, South Australia, Australia",Red Wine,90.0
"Mendoza, Argentina",Red Wine,90.0
"Haut Medoc, Bordeaux, France",Red Wine,91.0
"Napa Valley, California",Red Wine,92.0
"St. Emilion, Bordeaux, France",Red Wine,92.0
"Oakville, Napa Valley, California",Red Wine,98.0
"Napa Valley, California",Red Wine,90.0
"Central Coast, California",Red Wine,94.0
"Rioja, Spain",Red Wine,92.0
"Languedoc, South of France, France",Red Wine,89.0
"Eden Valley, Barossa, South Australia, Australia",White Wine,91.0
"McLaren Vale, South Australia, Australia",Red Wine,95.0
"Anjou, Loire, France",White Wine,93.0
"Montalcino, Tuscany, Italy",Red Wine,93.0
South Africa,Red Wine,90.0
"Cote Rotie, Rhone, France",Red Wine,94.0
Spain,Red Wine,90.0
"Sonoma County, California",Red Wine,94.0
"Pessac-Leognan, Bordeaux, France",Red Wine,98.0
"Columbia Valley, Washington",Red Wine,87.0
"Sta. Rita Hills, Santa Barbara, Central Coast, California",White Wine,92.0
"South Australia, Australia",Red Wine,91.0
"Mosel, Germany",White Wine,89.0
Chile,White Wine,90.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,86.0
"Pouilly-Fuisse, Maconnais, Burgundy, France",White Wine,89.0
"Paso Robles, Central Coast, California",Red Wine,92.0
"St. Emilion, Bordeaux, France",Red Wine,98.0
"Rutherford, Napa Valley, California",Red Wine,90.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,95.0
"Margaux, Bordeaux, France",Red Wine,93.0
"Montsant, Spain",Red Wine,92.0
"Mendoza, Argentina",Red Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,90.0
"Rioja, Spain",Red Wine,94.0
"Montalcino, Tuscany, Italy",Red Wine,93.0
"Chablis, Burgundy, France",White Wine,91.0
Portugal,,89.0
Argentina,Red Wine,89.0
"Pauillac, Bordeaux, France",Red Wine,90.0
"Central Coast, California",Pink and Rosé,89.0
"Sonoma County, California",White Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,93.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,94.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,93.0
Argentina,Red Wine,94.0
"Santa Lucia Highlands, Monterey, Central Coast, California",Red Wine,94.0
"Pouilly-Fuisse, Maconnais, Burgundy, France",White Wine,92.0
Chile,Red Wine,90.0
"Napa Valley, California",Red Wine,93.0
California,White Wine,85.0
"Russian River, Sonoma County, California",White Wine,90.0
"Rioja, Spain",White Wine,90.0
"Condrieu, Rhone, France",White Wine,91.0
"Paso Robles, Central Coast, California",White Wine,90.0
France,White Wine,91.0
"Navarra, Spain",Red Wine,90.0
"Clare Valley, South Australia, Australia",Red Wine,89.0
"Barbaresco, Piedmont, Italy",Red Wine,91.0
"Montalcino, Tuscany, Italy",Red Wine,91.0
Spain,Red Wine,88.0
Argentina,Red Wine,96.0
"Rhone, France",Red Wine,88.0
"Veneto, Italy",Red Wine,93.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,91.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,93.0
"Tavel, Rhone, France",Pink and Rosé,92.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,89.0
"Willamette Valley, Oregon",Red Wine,90.0
"St-Julien, Bordeaux, France",Red Wine,90.0
"Napa Valley, California",Red Wine,92.0
"Walla Walla Valley, Columbia Valley, Washington",Red Wine,92.0
"Chateauneuf-du-Pape, Rhone, France",White Wine,91.0
"Yarra Valley, Victoria, Australia",White Wine,92.0
"Dry Creek Valley, Sonoma County, California",Red Wine,93.0
"Montalcino, Tuscany, Italy",Red Wine,89.0
"Languedoc, South of France, France",Red Wine,90.0
Spain,Red Wine,90.0
"Santa Maria Valley, Central Coast, California",Red Wine,89.0
"Chianti, Tuscany, Italy",Red Wine,92.0
"Lodi, California",White Wine,90.0
"Cornas, Rhone, France",Red Wine,90.0
"Rutherford, Napa Valley, California",Red Wine,92.0
"Sonoma County, California",White Wine,89.0
Argentina,Red Wine,91.0
"Napa Valley, California",Red Wine,96.0
"Sonoma County, California",Red Wine,90.0
"Molise, Italy",Red Wine,89.0
"Alexander Valley, Sonoma County, California",Red Wine,90.0
"Sonoma County, California",White Wine,91.0
"Columbia Valley, Washington",Red Wine,93.0
"Sonoma County, California",Red Wine,90.0
"Sonoma County, California",White Wine,90.0
"Ribbon Ridge, Willamette Valley, Oregon",Red Wine,95.0
"Pomerol, Bordeaux, France",Red Wine,91.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,92.0
"Maipo Valley, Chile",Red Wine,90.0
Spain,Red Wine,91.0
"Tuscany, Italy",Red Wine,91.0
"Columbia Valley, Washington",White Wine,92.0
"Barolo, Piedmont, Italy",Red Wine,92.0
"Marlborough, New Zealand",White Wine,90.0
"Russian River, Sonoma County, California",White Wine,93.0
"Veneto, Italy",Red Wine,91.0
"St-Julien, Bordeaux, France",Red Wine,90.0
"Margaux, Bordeaux, France",Red Wine,95.0
"Hunter Valley, New South Wales, Australia",White Wine,90.0
"Barbaresco, Piedmont, Italy",Red Wine,94.0
"Carneros, California",Red Wine,90.0
"Columbia Valley, Washington",Red Wine,88.0
"Napa Valley, California",Red Wine,90.0
"Green Valley, Russian River, Sonoma County, California",Red Wine,90.0
"Central Coast, California",Red Wine,95.0
"Russian River, Sonoma County, California",White Wine,90.0
"Piedmont, Italy",Red Wine,93.0
"Anderson Valley, Mendocino, California",White Wine,89.0
"St. Helena, Napa Valley, California",Red Wine,93.0
"Mendocino, California",Red Wine,93.0
"Cote Rotie, Rhone, France",Red Wine,92.0
"Constantia, South Africa",White Wine,90.0
"Pouilly-Fuisse, Maconnais, Burgundy, France",White Wine,90.0
California,Sparkling & Champagne,90.0
"Napa Valley, California",Red Wine,90.0
"Sonoma Coast, Sonoma County, California",Red Wine,90.0
"Sonoma County, California",Red Wine,92.0
"St-Julien, Bordeaux, France",Red Wine,91.0
"Pauillac, Bordeaux, France",Red Wine,98.0
"Barossa Valley, Barossa, South Australia, Australia",Red Wine,90.0
"Napa Valley, California",White Wine,90.0
"Maule Valley, Chile",Red Wine,91.0
"Napa Valley, California",White Wine,90.0
"Napa Valley, California",Red Wine,92.0
"Vouvray, Touraine, Loire, France",White Wine,90.0
"Tuscany, Italy",Red Wine,91.0
"Barbaresco, Piedmont, Italy",Red Wine,92.0
"Spring Mountain District, Napa Valley, California",Red Wine,95.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,90.0
"St. Emilion, Bordeaux, France",White Wine,90.0
"Pessac-Leognan, Bordeaux, France",Red Wine,90.0
"Napa Valley, California",Red Wine,91.0
"Pouilly-Fume, Loire, France",White Wine,93.0
"Napa Valley, California",Red Wine,90.0
"Champagne, France",Sparkling & Champagne,91.0
"St. Estephe, Bordeaux, France",Red Wine,90.0
Israel,White Wine,90.0
"Tuscany, Italy",White Wine,91.0
"Montalcino, Tuscany, Italy",Red Wine,91.0
"Napa Valley, California",Red Wine,91.0
"Alba, Piedmont, Italy",Red Wine,90.0
"Napa Valley, California",White Wine,89.0
"Columbia Valley, Washington",Red Wine,94.0
"Rogue Valley, Oregon",White Wine,90.0
"Macon Villages, Maconnais, Burgundy, France",White Wine,89.0
"North Coast, California",Red Wine,90.0
"Columbia Valley, Washington",White Wine,90.0
"McLaren Vale, South Australia, Australia",Red Wine,90.0
"Mendoza, Argentina",Red Wine,92.0
"St-Julien, Bordeaux, France",Red Wine,92.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,93.0
"Mendoza, Argentina",Red Wine,92.0
"Champagne, France",Sparkling & Champagne,91.0
"Green Valley, Russian River, Sonoma County, California",Red Wine,92.0
"Montalcino, Tuscany, Italy",Red Wine,91.0
"Margaret River, Western Australia, Australia",Red Wine,90.0
"Ribera del Duero, Spain",Red Wine,92.0
"Entre-Deux-Mers, Bordeaux, France",White Wine,90.0
"Willamette Valley, Oregon",Red Wine,90.0
"Napa Valley, California",,95.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,88.0
"Mt. Veeder, Napa Valley, California",Red Wine,93.0
"St. Estephe, Bordeaux, France",Red Wine,93.0
"Sonoma County, California",Red Wine,92.0
"Rheingau, Germany",White Wine,88.0
"Columbia Valley, Washington",Red Wine,92.0
"Gigondas, Rhone, France",Red Wine,88.0
"Beaujolais, Burgundy, France",Red Wine,85.0
"Condrieu, Rhone, France",White Wine,93.0
"Valdeorras, Spain",White Wine,90.0
"Sauternes, Bordeaux, France",Collectible,96.0
"Mendoza, Argentina",Red Wine,91.0
"Napa Valley, California",Red Wine,85.0
"Alexander Valley, Sonoma County, California",Red Wine,90.0
"Edna Valley, Central Coast, California",White Wine,90.0
"Sonoma County, California",White Wine,90.0
"Languedoc, South of France, France",Pink and Rosé,91.0
Spain,,90.0
"Central Coast, California",White Wine,90.0
Spain,Red Wine,92.0
"Oak Knoll District, Napa Valley, California",Red Wine,90.0
"Dry Creek Valley, Sonoma County, California",Red Wine,90.0
"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,92.0
"Yountville, Napa Valley, California",Red Wine,93.0
"Russian River, Sonoma County, California",Red Wine,92.0
"Columbia Valley, Washington",Red Wine,91.0
"St-Julien, Bordeaux, France",Red Wine,89.0
"Chablis, Burgundy, France",White Wine,90.0
"Sicily, Italy",White Wine,94.0
"Chateauneuf-du-Pape, Rhone, France",White Wine,88.0
"Tuscany, Italy",Red Wine,94.0
"Pessac-Leognan, Bordeaux, France",Red Wine,90.0
"Russian River, Sonoma County, California",White Wine,96.0
Argentina,White Wine,89.0
"Santa Maria Valley, Central Coast, California",White Wine,90.0
"Gigondas, Rhone, France",Red Wine,90.0
"Alsace, France",White Wine,91.0
"Marlborough, New Zealand",White Wine,90.0
"Green Valley, Russian River, Sonoma County, California",Sparkling & Champagne,90.0
"Burgundy, France",Sparkling & Champagne,91.0
"Napa Valley, California",Red Wine,92.0
